<<<<<<< HEAD
Band Name,Genre,Country,Band Website,BA URL,Description,Video URL
VAMPILLIA,BRUTAL ORCHESTRA,Japan,http://vampillia.com/,https://www.brutalassault.cz/cs/band/vampillia,"l: BRUTAL ORCHESTRA
 oficiální stránky
Vynikající, šokující, neuvěřitelné, úchvatné! To vše a mnohem více je japonská senzace a “brutal orchestra” VAMPILLIA. Není to jen kapela, ale něco, co musíte zažít... Každá z nahrávek tohoto ansáblu představuje zcela jiný žánr, stejně tak, jako jejich show plná energie a zvratů, která by se dala popsat, jako emoční horská dráha. Po jejich úspěšném turné s Alcest je Brutal Assault znovu, s otevřenou náručí, přivítá opět v Čechách!
",//www.youtube.com/embed/plaoX9kUehA
VARGRAV,BLACK METAL,Finland,https://www.facebook.com/Vargravofficial/,https://www.brutalassault.cz/cs/band/vargrav,"tyl: BLACK METAL
 oficiální stránky
						Tajemnou mlhou zahalený projekt z Finska budiž potěchou pro všechny fanoušky raných EMPEROR. VARGRAV evokují potemnělou atmosféru a melodie black metalu raných let devadesátých, avšak se nejedná o žádnou rádoby retro kapelu, ale naprosto originální atmosféru doby, velice umně zrekonstruovanou dobovými účastníky... 
",//www.youtube.com/embed/9twUf6nmG9g
VENOM PRISON,DEATH METAL HARDCORE,United Kingdom,https://www.venomprison.com,https://www.brutalassault.cz/cs/band/venom-prison,"ngdom
Styl: DEATH METAL/HARDCORE
 oficiální stránky
						Pro fanoušky moderního death metalu s lehkou směsicí hardcoru, tu máme vynikající VENOM PRISON v čele s charismatickou Larissou Stupar.
",//www.youtube.com/embed/jUifGoxMukk
VIOLATOR,THRASH METAL,Brazil,https://violatorthrash.bandcamp.com/,https://www.brutalassault.cz/cs/band/violator,"yl: THRASH METAL
 oficiální stránky
						Jedna z nejdivočejších jihoamerických kapel, která bude konečně debutovat na BA a předvede nefalšovanou thrashovou zběsilost v srdci!
",//www.youtube.com/embed/DmU3e84nVC0
VIOLENT MAGIC ORCHESTRA,NOISE,Japan,https://throatruinerrecords.com/violent-magic-orchestra,https://www.brutalassault.cz/cs/band/violent-magic-orchestra,"l: NOISE
 oficiální stránky
						Umělecký projekt útočící na váš sluch a zrak na plné obrátky. VMO na vás budou útočit technem, black metalem, industrialem, noisem a průmyslovými světly. Představte si Kraftwerk hrající black metal.
",//www.youtube.com/embed/lOkWiCpuHdQ
VOIVOD,PROGRESSIVE THRASH,Canada,http://www.voivod.com,https://www.brutalassault.cz/cs/band/voivod,"yl: PROGRESSIVE THRASH
 oficiální stránky
Pevně věříme, že vám, stejně jako nám, udělá radost oznámení legendárních progresivních inovátorů žánru, kanadských VOIVOD! Jejich nejnovější počin The Wake se dočkal skvělých ohlasů, a i za více jak 35 let existence kapela neztrácí ani kousek energie.
",//www.youtube.com/embed/hCuSHngMy-g
VULVODYNIA,SLAMMING DEATH METAL,South Africa,https://www.facebook.com/pg/vulvodyniaslam/,https://www.brutalassault.cz/cs/band/vulvodynia,"ica
Styl: SLAMMING DEATH METAL
 oficiální stránky
						Jihoafričtí sekáči VULVODYNIA se zaměřují na brutalitu a jednoduchou chytlavost jejich slamujícího brutal deathu, a díky svému koncertnímu nasazení a hutnému zvuku již dobyli srdce a střeva nejednoho příznivce hudební řezničiny.. Nejedná se o nijak přemýšlivou nebo potemnělou variaci na žánr jako v případě UNFATHOMABLE RUINATION, či rozvíjení odkazu Suffocation tak, jak je předváděli třeba Disgorge, ale čistou esenci zábavy, která je ovšem servírována v mistrném provedení.
",//www.youtube.com/embed/13i8lYlYxXg
VUUR,PROGRESSIVE METAL,Netherlands,http://www.vuur.band,https://www.brutalassault.cz/cs/band/vuur,"ds
Styl: PROGRESSIVE METAL
 oficiální stránky
Kráska Anneke van Giersbergen známá jako zpěvačka melancholických holandských metalistů THE GATHERING přijede na BA s jejím novým prog metalovým projektem VUUR. 
",//www.youtube.com/embed/gAwDw5zXtLI
WALLS OF JERICHO,HARDCORE METAL,United States,https://www.facebook.com/pg/WallsofJericho/,https://www.brutalassault.cz/cs/band/walls-of-jericho,"ates
Styl: HARDCORE METAL
 oficiální stránky
Detroitští WALLS OF JERICHO se nestali senzací jen díky zaškatulkování do metalcore kapely s ženou za mikrofonem. Za zapamatování stojí rozhodně i fakt, že se perfektně dokázali vybalancovat na pomezí old-schoolového hardcoru, thrash metalu a “chugga-chugga” metalcoru s neuvěřitelným nasazením a energií, kterou by jim leckteří vrstevníci, ale i mladší kapely, mohly závidět. WOJO se stali železnou jistotou na poli hardcoru, a to nejen díky jejich skvělé hudbě, ale také díky jejich postoji a naprosto ohromujícím výkonům plných energie zpěvačky Candace Kucsulain.
",//www.youtube.com/embed/R7GIFWeNtSI
WINDHAND,STONER DOOM METAL,United States, http://www.windhand.com,https://www.brutalassault.cz/cs/band/windhand,"ates
Styl: STONER DOOM METAL
 oficiální stránky
						Virginia's heavy psychedelic quartet WINDHAND presents infectious display of songcraft cloaked in alluring atmosphere, molten fuzz, eerie psychedelia and ethereal vocals. Their latest record Eternal Return is a modern testament to the power of heavy music legacy as well as multifaceted slab of thundering stoner doom.

",//www.youtube.com/embed/iiKXTLLe7VI
WOE UNTO ME,FUNERAL DOOM,Belarus,http://woeuntome.bandcamp.com,https://www.brutalassault.cz/cs/band/woe-unto-me,"tyl: FUNERAL DOOM
 oficiální stránky
						Běloruští WOE UNTO ME posluchače ponoří do zasmušilé atmosféry plné melancholie, podzimního splínu a všestranného death doomu.
",//www.youtube.com/embed/5_EWcwRKfdM
WOLFBRIGADE,HARDCORE PUNK CRUST,Sweden,https://wolfbrigadesl.bandcamp.com,https://www.brutalassault.cz/cs/band/wolfbrigade,"yl: HARDCORE PUNK / CRUST
 oficiální stránky
Jedna z nejdéle sloužících stálic severské hardcore scény, která začala v roce 1995 pod jménem Wolfpack. V této fázi kapela vydala tři desky a mnoho sedmipalců, kterými masivně ovlivnila crustovou a hardcore punkovou scénu na celém světě. Pod přelomu milénia se kapela přejmenovala na WOLFBRIGADE, ale z nastoleného kurzu špinavého a hrubozrnného hardcore punku a undergroundových principů nehnula ani o píď.
",//www.youtube.com/embed/ubz_Z5O6tPY
WORMED,BRUTAL TECHNICAL DEATH METAL,Spain,http://www.wormed.net/,https://www.brutalassault.cz/cs/band/wormed,"l: BRUTAL/TECHNICAL DEATH METAL
 oficiální stránky
						Lavina stopek, lichých rytmů a komplexních struktur riffů, technická smršť podladěných strun a baráž dvoukopáků čeká na všechny fajnšmekry technického brutal death metalu v podání španělských WORMED. 
",//www.youtube.com/embed/4Bqb_b1UOnQ
ZURIAAKE,ATMOSPHERIC BLACK METAL,China,https://www.facebook.com/Zuriaake/,https://www.brutalassault.cz/cs/band/zuriaake,"l: ATMOSPHERIC BLACK METAL
 oficiální stránky
						Čínský atmosférický black metal.. představte si Wolves In The Throne Room zápolící s úkolem stvořit soundtrack pro epickou bitevní scénu z filmu Yimou Zhanga a dostanete zhruba obraz hudby ZURIAAKE.
",//www.youtube.com/embed/DQcLg5m9TF8
=======
Band Name,Genre,Country,Band Website,BA URL,Description,Video URL,Image
ABORTED,DEATH METAL,Belgium,https://www.facebook.com/Abortedofficial/,https://www.brutalassault.cz/cs/band/aborted,"Z Vlámska se na vás hrne death metalová brutalita a agresivita s energií malé elektrárny. Dvacet let historie téhle kapely zatím vyvrcholilo součansou deskou TerrorVision (2018), která rozdrtí lebku nejednoho návštěvníka. Těšit se můžete na barvitou, červi a nemocemi prolezlou směs death metalu a divošské vitality, která se nezastaví před žádným kanálem nebo místem činu, ze kterých by šlo čerpat inspiraci.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-174-1543236801_thumb.jpeg
AFTER THE BURIAL,METAL HARDCORE PROGRESSIVE,United States,https://www.facebook.com/aftertheburial/,https://www.brutalassault.cz/cs/band/after-the-burial,"AFTER THE BURIAL platí od roku 2008 a jejich alba Rareform mezi nejinvenčnější kapely oboru technického (progresivního) metalcore a tento status si víceméně udržují dodnes. Kapela se zuby nechty drží osobitého přístupu, čili technicky impozantního a chytře strukturovaného songwritingu, který nehraje na podbízivou vlnu. AFTER THE BURIAL pracují s dynamikou dvou proplétajících se kytar podpořenou energickým groovem, mísícím se v neutuchající masáž sluchového smyslu.",www.youtube.com/embed/c64J3kadYrE,https://charon.brutalassault.cz/content//images/artist-image/artist-192-1544307876_thumb.jpeg
AGNOSTIC FRONT,NY HC,United States, https://www.facebook.com/agnosticfront/,https://www.brutalassault.cz/cs/band/agnostic-front,"Hudební styl, který vyrostl v osmdesátých letech na ulicích chudých dělnických čtvrtí v New Yorku. Bezprizorní mládež, která se snažila pomocí hudby vyjádřit svou naštvanost a frustraci. To vše je obsahem stylu a hnutí, který se skrývá pod označením New York Hard Core. Pokud budeme pátrat po nejvýznamnějších hudebních představitelích tohoto stylu, automaticky nám vytanou tři velká jména světové HC scény – SICK OF IT ALL, MADBALL a AGNOSTIC FRONT. Je téměř k nevíře, že respektované stálice ostrého amerického punku a old school hard core/metalu AGNOSTIC FRONT se pohybují na scéně již 35 let. AGNOSTIC FRONT to je garance drsné, explozivní a úchvatné show, během níž v smrtícím tempu rychlých bicích, extrémně tvrdých kytar a naštvaného vokálu létají vzduchem těla, přičemž vše je vedeno v duchu vzájemného respektu všech zúčastněných. Ne nadarmo jsou právě AF nazývání „kmotry“ tohoto stylu, takže neváhejte a přijďte se osobně poklonit králům NY HC.",www.youtube.com/embed/ebBjGp7QOGc,https://charon.brutalassault.cz/content//images/artist-image/artist-134-1540989528_thumb.jpeg
ALIEN WEAPONRY,MAORI THRASH,New Zealand,http://alienweaponry.com,https://www.brutalassault.cz/cs/band/alien-weaponry,"Tři mladíci z Waipu na Novém Zélandu. Kapelu založili v roce bratři Lewis a Henry de Jongové, ještě ve věku 8 a 10 let. A podařilo se jim téměř nemožné, obohatit thrash metal o nový a osobitý element.Kapela se proslavila díky užívaní maorského jazyka a jeho kombinaci s energickým a emočně nabitým thrash metalem v duchu maorských válečníků. I přesto že jsou chlapci ještě žáky střední školy, už jezdí po světě a strhávají davy metalistů svou vyspělou a našlapanou muzikou. Thrash ka mate, ka mate! ka ora! ka ora!",www.youtube.com/embed/5kwIkF6LFDc,https://charon.brutalassault.cz/content//images/artist-image/artist-169-1543225828_thumb.jpeg
ANAAL NATHRAKH,INDUSTRIAL BLACK GRIND,United Kingdom,https://www.facebook.com/Anaalnathrakhofficial/,https://www.brutalassault.cz/cs/band/anaal-nathrakh,"Již deset alb má na kontě tahle sebranka sonických maniaků z Birminghamu a to zatím poslendí A New Kind Of Horror se opět nese v duchu šíleného hybridu symfonického black metalu, death metalu, industrialu a grindcoru, který rozeznáte na první poslech. Opět se jedná o trestající karabáč plný nefiltrovaných emocí a zhuštěné temnoty. Multi-instrumentalista Mick Kenney a vokalista Dave Hunt stvořili jedno z nejoriginálnějších alb roku 2018 a Brutal Assault smetou naprostou živelnou smrští, jak je jejich dobrým zvykem.",www.youtube.com/embed/Lmloi1rcres,https://charon.brutalassault.cz/content//images/artist-image/artist-135-1540989578_thumb.jpeg
ANATHEMA,ALTERNATIVE ROCK,United Kingdom,http://www.anathemamusic.com,https://www.brutalassault.cz/cs/band/anathema,"ANATHEMA má od roku 1990 na kontě už 11 alb, která mají přes svoje odlišná stylová zaměření jedno společné - nekompromisní oddanost umělecké myšlence beze strachu z negativních ohlasů na žánrové mutace. Kapela pod vedením bratrů Daniel a Vincenta Cavanaghových kontinálně opouští všechna očekávání fanoušků a kritiky a věnuje se pokaždé osobité tvorbě vyvolávající emoce na základě vlastního uměleckého rozpoložení, což z kapely činí čestnou vyjímku ve světě plném konformistů honících se za uznáním. Jejich poslední počin The Optimist patřil k nejlepším albům roku 2017 a opět pozvedl jméno kapely, která založila své renomé na odhalování duší muzikantů a introspektivních formách uměleckého vyjádření pomocí post-progressivního a alternativního rocku bez hranic.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-137-1540988993_thumb.jpeg
ANIMALS AS LEADERS,PROGRESSIVE METAL,United States,https://www.animalsasleaders.org,https://www.brutalassault.cz/cs/band/animals-as-leaders,"Je neuvěřitelné, za jak krátkou dobu si Tosin Abasi s ANIMALS AS LEADERS vydobil v celé prog metalové obci vrcholovou pozici. Hudba AAL je totální fusion nádherou, která představuje hudební osvobození a kreativitu, a které daleko překračuje hranice djentu jako domovského žánru kapely. ANIMALS AS LEADERS nikdy nestáli jako další v řadě a navíc byli i při zrodu žánru a výsledkem je neuvěřitelně pestrá a svěží koláž nejen všech možných technik hraní na kytaru, ale také nejrozličnějších živých i elektronických zvuků, atmosfér a žánrů, kde nepřevládá žádný z nich.",www.youtube.com/embed/NmfzWpp0hMc,https://charon.brutalassault.cz/content//images/artist-image/artist-200-1547042945_thumb.jpeg
ANNOTATIONS OF AN AUTOPSY,DEATHCORE,United Kingdom,https://www.facebook.com/AOAAOFFICIAL,https://www.brutalassault.cz/cs/band/annotations-of-an-autopsy,"ANNOTATIONS OF AN AUTOPSY u nás už patří k poměrně zavedeným partám, které se n BA již vyskytovaly. Jejich hudba je jako masivní valivý death metalový britský buldozer řítící se omšelými ulicemi Josefova a kropící davy deathcorovou kyselinou a breakdowny, sekačkami a ráfkovkami, to vše podpořeno výborným hutným vokálem.",www.youtube.com/embed/AcFW6u-2U4Y,https://charon.brutalassault.cz/content//images/artist-image/artist-186-1544305333_thumb.jpeg
ANTAEUS,BLACK METAL,France,https://www.facebook.com/Antaeus-142351639134528/,https://www.brutalassault.cz/cs/band/antaeus,"We hope you die! ANTAEUS jsou nezaměnitelná kapela francouzské scény a rozbor jejich dřívějších děl s nahlédnutím do bouřlivé historie kapely by vydal za malý krvavý román... ANTAEUS mají vazby na mnohé „ortodoxní“ kapely z přelomu milénia vycházející u End All Life Prod. a Norma Evangelium Diaboli, které výrazně přispěly k oživení tehdy stagnujícího blackmetalového žánru. Hudebně měli ANTAEUS ale vždy blíže k takovým Sadistik Exekution nebo Conqueror než třeba k Mayhem nebo Darkthrone, na které EAL/NED kapely navázaly. Přímočaré akt satanistického násilí prostoupené hutnou a zvláštní nihilistickou atmosférou kulminovaly se současným albem Condemnation a koncert na Brutal Assaultu bude jednou z extrémně vzácných příležitostí vidět kapelu živě.",www.youtube.com/embed/R_N91vrjJtM,https://charon.brutalassault.cz/content//images/artist-image/artist-177-1544298333_thumb.jpeg
ANTHRAX,THRASH METAL,United States,https://anthrax.com,https://www.brutalassault.cz/cs/band/anthrax,"Televize má seriály, literatura má Shakespeara a metal – no, metal má ANTHRAX, tuhle mnohohlavou příšeru, která plive oheň a thrash a která je tu už třicet let, od chvíle, kdy Scott Ian a pozdější basák Danny Lilker listovali učebnicí biologie, aby našli to podivné slovo, které jim dalo jméno. Pokud vám něco říká heavy metal, tak jste asi slyšeli o jejich závratném úspěchu v osmdesátých letech po boku Slayer, Megadeth a Metallicy. Asi jste slyšeli jejich milník – crossoverový hit s Public Enemy Bring The Noise v roce 1991. Slyšeli jste mraky kapel, které chtěly hrát jako oni. A taky jste zaslechli něco o jejich nezlomné vůli přežít v dnešním hudebním světě – jako hrdinové metalu se svou nejlepší nahrávkou v ruce. A teď si vůbec poprvé budete moci vychutnat ANTHRAX na BA!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-180-1544300711_thumb.jpeg
THE ARSON PROJECT,POWERVIOLENCE GRIND SLUDGE,Sweden,https://www.facebook.com/thearsonproject/,https://www.brutalassault.cz/cs/band/the-arson-project,"Koncem roku 2016 jsme se dočkali oznámení o novém album švédských sludge/grindcoristů THE ARSON PROJECT, ve kterém stálo, že se nám dostane 23 minut přímého neurvalého audio násilí. A tak se tak se také stalo! Nyní toto kvarteto z Malmö přijíždí šířit své špínou nasáklé tóny skrze jejich agresivní hudbu také na Brutal Assault!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-221-1549288808_thumb.jpeg
AZUSA,PROGRESSIVE METAL,United States,https://www.facebook.com/AzusaBand/,https://www.brutalassault.cz/cs/band/azusa,"Jakým způsobem navázat na tak zásadní kapelu jakou byli The Dillinger Escape Plan? Pro basáka Liama Wilsona byla odpověď jasná, opět roztrhat učebnice žánrových pouček a přijít s další formací plnou výrazných individualit. Tak se zrodila AZUSA, kapela s repertoárem plným nečekaných zvratů a vzdorující klišovitým očekáváním. AZUSA nachází sílu ve zranitelnosti, harmonii v disonanci a melodii v nesouzvuku.",www.youtube.com/embed/7Hu8smmX_BU,https://charon.brutalassault.cz/content//images/artist-image/artist-230-1550574284_thumb.jpeg
BATUSHKA,BLACK METAL,Poland,https://www.facebook.com/Batushkaband/,https://www.brutalassault.cz/cs/band/batushka,"Kolem této polské skupiny je obmotán závoj tajemství.. BATUSHKA, to je víc než jen pouhá muzika, je to anti-mše. Náboženský rituál znesvěcující svaté zvyklosti, intenzivní riffy se plíží jako stíny, zatímco potemnělou gradující atmosféru zdobí excelentní hráčské výkony, podkreslené živým chórem.. Připravte se na nesvatou mši, která vás opět zanechá beze slov..",www.youtube.com/embed/B7av_o99Pwg,https://charon.brutalassault.cz/content//images/artist-image/artist-199-1545396497_thumb.jpeg
CAR BOMB,MATHCORE,United States,http://www.carbombcult.com,https://www.brutalassault.cz/cs/band/car-bomb,"CAR BOMB představují metalcore jako opravdový výbuch nesmírné agresivity a invence, neustále atakující vaše smysly. Hudba CAR BOMB je nepříjemná, bolí, neustále posluchače intrikuje, mate, nutí ho se soustředit a zároveň ho dezorientuje, což je ovšem podloženo vynikajícími hráčskými výkony. Přijde se ztrestat festivalovým debutem těchto šílenců z Long Islandu!",www.youtube.com/embed/z2cZv92KkXs,https://charon.brutalassault.cz/content//images/artist-image/artist-201-1547044001_thumb.jpeg
CARCASS,DEATH METAL,United Kingdom,https://www.facebook.com/OfficialCarcass/,https://www.brutalassault.cz/cs/band/carcass,"Jak sami CARCASS rádi s humorem připomínají, jsou patrně nejvlivnější kapelou z liverpoolské Mercyside od dob Beatles. Každé album CARCASS je klasikou, patřící k tomu nejlepšímu ve svém žánru, který často pomáhalo definovat. Ať už u gore-grindových Reek of Putrefaction a Symphonies of Sickness nebo v případě melodického death metalu s Heartwork, CARCASS vždy kráčeli před svojí dobou. Po obnovení kapely po 11-ti leté pauze v roce 2007 kapela začala opět čerpat inspiraci z davů fanoušků na reunionových koncertech, což vedlo ke složení zatím posledního alba s výmluvným názvem Surgical Steel. Album jasně dokázala, že kapela naplno chytila druhou mízu a jejich koncert na BA 2019 bude patřit ke zlatým hřebům festivalu.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-175-1543238300_thumb.jpeg
CARPENTER BRUT,SYNTHWAVE,France,https://carpenterbrut.com/,https://www.brutalassault.cz/cs/band/carpenter-brut,"CARPENTER BRUT se inspirují estetikou b-čkových filmů - zejména z osmdesátkových slasher flicků, jejichž atmosféru zhudebňují pomocí temné retro synthwave muziky, jakou z BA znáte třeba od Perturbatora. Into the brutagram!",www.youtube.com/embed/er416Ad3R1g,https://charon.brutalassault.cz/content//images/artist-image/artist-194-1544308681_thumb.jpeg
CASPIAN,POST ROCK,United States,http://caspianmusic.net/,https://www.brutalassault.cz/cs/band/caspian,"Američtí CASPIAN resonují se všemi smysly a jsou už patnáct let stálicí na post-rockové scéně. Zároveň patří k tomu nejlepšímu, co tento žánr přináší živě a tak se můžete těšit na relaxující ale živelnou show uprostřed brutalovského ruchu.",www.youtube.com/embed/AdPJACONTn4,https://charon.brutalassault.cz/content//images/artist-image/artist-234-1550575249_thumb.jpeg
COMBICHRIST,AGGROTECH METAL INDUSTRIAL,Norway,https://www.facebook.com/combichrist/,https://www.brutalassault.cz/cs/band/combichrist,"Norsko-americký elektro-metal projekt COMBICHRIST je mnohým fanouškům znám jako pekelný mix industriálního a metalového šílenství, který předčil Rammstein v roli support na jejich turné v jejich vlastních žánrových vodách. Nyní se vrací na BA vyvolat pozdvižení svým aggrotech zvukem.",www.youtube.com/embed/kRa3BU5bl-s,https://charon.brutalassault.cz/content//images/artist-image/artist-232-1550574794_thumb.jpeg
THE CONTORTIONIST,PROGRESSIVE METAL,United States,https://www.facebook.com/thecontortionist/,https://www.brutalassault.cz/cs/band/the-contortionist,"Zasněné hudební krajiny malované těmi nejjemnějšími nuancemi. Kopce nekonečných představ postavené kámen po kameni tím nejryzejším talentem. THE CONTORTIONIST představují nebojácnost napříč hudebními žánry, které těší muzikanty, stejně jako publikum. Tato kapela, libující si v progresivní hudbě, ukotvené v hutném zvuku nedbá na jakékoliv konvence a srší nepřeberným množstvím originálních nápadů. Občas přijde čas, kdy si člověk potřebuje oddychnout a odpočinout si. A přesně proto jsou tu THE CONTORTIONIST, kteří vám k tomu pomohou.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-228-1549294522_thumb.jpeg
COUNTING HOURS,DEPRESSIVE DARK ROCK,Finland,https://www.facebook.com/Countinghours2/,https://www.brutalassault.cz/cs/band/counting-hours,Depresivně potemnělý rock jak jej umí snad jen v zmei tisíce jezer. Nechte se unést naprosto pohlcující atmosférou autenticky dusné a skličuíjcí atmosféry hudby COUNTING HOURS.,www.youtube.com/embed/m2qkVc7QvN0,https://charon.brutalassault.cz/content//images/artist-image/artist-136-1540200446_thumb.jpeg
COVEN,PSYCHEDELIC ROCK,United States,https://www.facebook.com/TheOfficialCoven/,https://www.brutalassault.cz/cs/band/coven,"Je nám obrovskou ctí představit legendy psychedelického rocku, kapelu plnou čarodějnictví, obklopenou mystickou magií, původem z Chicaga - COVEN! Jinx Dawnson přivedla na konci roku 2016 novou koncertní sestavu a vdechla kapele nový život, díky němuž může opět praktikovat sabaty po celém světě. COVEN jako první kapela přinesli v šedesátých letech do rockové hudby parohy, okultní texty a známky satanismu ještě v dobách, kdy Black Sabbath hráli po barech bluesové cover verze. Zároveň jsou první kapelou se satanistickou tématikou, která prorazila do předních hudebních žebříčků. Je nám ctí oznámit, že Brutal Assault bude letos jedním z těch mála míst, které COVEN znectí svojí černou mší!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-225-1549293062_thumb.jpeg
CRYSTAL LAKE,METALCORE,Japan,http://crystallake.jp,https://www.brutalassault.cz/cs/band/crystal-lake,Japonská metalcorová senzace poprvé na BA!,www.youtube.com/embed/yjr9TZjTqIM,https://charon.brutalassault.cz/content//images/artist-image/artist-182-1544301923_thumb.jpeg
CULT OF LUNA,POST METAL,Sweden,https://www.cultofluna.com,https://www.brutalassault.cz/cs/band/cult-of-luna,"Paranoidně zkouřený sludge s odkazem na doom metalové počátky nebojící se absorbovat spalující samply se pomalu vytratil, duch kapely ovšem zůstává. Hudba CULT OF LUNA je ohromně uvěřitelná, každičká skladba je do nejmenších detailů promyšlená, nic nechybí, nic nepřebývá. Koho baví rozplétat, pronikat a hledat, určitě nebude zklamán, objevovat je pořád co. Každý nový poslech přináší nové dárečky s černou stuhou... Nervózní rytmika dává jistý základ pro zlostně vybuchující kytary, které se uklidní jen a jen pro toužebný klid před bouří. Šílený řev korunuje instrumentální základ, elektronika, která je mnohdy zdařile poschovávaná, leč dokonale dotváří neopakovatelnou atmosféru. Přidejte niterné melodie, dokonale zvládnuté aranže popírají jakoukoliv zajetou šablonu, a dostanete unikátní mix, díky kterému se CULT OF LUNA můžou smělě postavit mezi velikány post-metalu, navíc jako kapela, která nikdy nezůstala stát na místě. Nenechte si ujít jednu z velice vzácných příležitostí vidět tuhle kapelu v roce 2019 živě!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-184-1547810835_thumb.jpeg
CYTOTOXIN,SLAMING BRUTAL DEATH,Germany,http://www.cytotoxin.de,https://www.brutalassault.cz/cs/band/cytotoxin,"26. duben 1986, Pripjať, Ukrajina. Událost, která změnila svět a inspirovala jednu vysoce radioaktivní německou kapelu.. Nehoda v Černobylské jaderné elektrárně prochází jako červená nit tvorbou CYTOTOXIN a jako palivová zasunutá do jaderného reaktoru spouští reakci drtícího death metalu a skazek ze zamořené zóny.. Před touhle radioaktivní směsí vás neochrání ani tlusté stěny josefovské pevnosti, připravte se na bombardování vašich buněk masivním množstvím technického death metalu a podlehněte ozáření CYTOTOXINem...",www.youtube.com/embed/JgH9vYpBB8k,https://charon.brutalassault.cz/content//images/artist-image/artist-138-1540989833_thumb.jpeg
DAUGHTERS,NOISE ROCK,United States,https://www.daughtersofficial.com,https://www.brutalassault.cz/cs/band/daughters,"DAUGHTERS nahráli jednu ze zásadních noiserockových desek poslední dekády. Desku, která je znepokojivě vyšinutá a nebezpečně návyková, desku, která alespoň o kousek posunuje hranice. Novinka You Won’t Get What You Want udělala z DAUGHTERS tak trochu celebrity alternativní rockové scény. Doby kultovní kapely pro pár nadšenců do divného grindcoru jsou pryč, teď se hraje ve větších klubech a na festivalech. Halovka to ale pořád není, na to muzika zůstává dostatečně divná a nepříjemná.Větší popularita jde u DAUGHTERS ruku v ruce s hudebním dospíváním, od zběsilých grindových začátků k industriálem načichlé rockové alternativě. Záliba v nepříjemných harmoniích se sice proplétá celou diskografií, ale už dávno to není o maximální intenzitě v co nejkratším čase. Novinka předvádí zatím nejširší paletu nálad na zatím nejdelší hrací době. You Won’t Get What You Want je takřka stejně dlouhá jako všechny předchozí desky dohromady a během hracího času dojde na jedovatý noise rock, progrockové a industriální experimenty, ale i na americanu načichlou Johnnym Cashem. Přijďte se přesvědčit o současné formě kapely na BA!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-187-1544305841_thumb.jpeg
DECAPITATED,DEATH METAL,Poland,https://www.decapitatedband.net/,https://www.brutalassault.cz/cs/band/decapitated,"Další uskupení netřeba představovat, zvlášť po nedávném mediálním propírání, které ani tak kapelu nezastavilo. DECAPITATED jsou stálicí nejen na polském death metalovém pantheonu, která nepřestává bavit!",www.youtube.com/embed/8gILuUdY2cU,https://charon.brutalassault.cz/content//images/artist-image/artist-202-1547044073_thumb.jpeg
DEICIDE,DEATH METAL,United States,https://www.facebook.com/OfficialDeicide/,https://www.brutalassault.cz/cs/band/deicide,"Na konci osmdesátých let, kdy se na Floridě začal rodit death metal, se mezi jeho první průkopníky zařadili i neznabozi DEICIDE. Od těch časů sice uběhl nějaký ten pátek, což ovšem mělo na floridskou stálici pramálo vlivu. Co pár let se připomenou stylově téměř krystalicky čistým albem smrtícího kovu hodném mistrů svého oboru a ani o třicet let později nic nepolevují na svojí zběslosti. Když rouhání, tak death metal, když kacířtví, tak Glen Benton... a když death metal, tak DEICIDE, kteří se konečně představí lačnícím fanouškům Brutal Assaultu!",www.youtube.com/embed/rxweWH5mhK8,https://charon.brutalassault.cz/content//images/artist-image/artist-162-1542289723_thumb.jpeg
DEMOLITION HAMMER,THRASH METAL,United States,https://www.facebook.com/demolitionhammerofficial/,https://www.brutalassault.cz/cs/band/demolition-hammer,"Thrasheři pozor! Legendární vetráni DEMOLITION HAMMER přijíždí nastolit pořádek a srovnat věci do latě! Jedna z nejlepších thrashových kapel z New York City se vrací se novým životem vdechnutým do klasické debutní desky Tortured Existence, která představuje jeden z milníků žánru!",www.youtube.com/embed/PZhux8pHjkM,https://charon.brutalassault.cz/content//images/artist-image/artist-222-1549289264_thumb.jpeg
DESTRUCTION,THRASH METAL LEGENDS,Germany,http://www.destruction.de,https://www.brutalassault.cz/cs/band/destruction,Němečtí thrash metaloví velikáni a nosná síla Teutonic Big 4! DESTRUCTION patří k zakladatelům thrash metalu jak ho známe a pod salvou svých ostrých riffů přikovají nejednoho účastníka ke zdím Josefovské pevnosti. Kapela je momentálně ve vrcholné formě a válcuje pódia jako nikdy dřív!,www.youtube.com/embed/_kPfveBd_dY,https://charon.brutalassault.cz/content//images/artist-image/artist-139-1540989064_thumb.jpeg
